timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"e28bb18a4e1205054ba365cee4736f1c553ca2aab28c39eff0cd03c66e3cae89 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,17,right,left,neutral,false
"e28bb18a4e1205054ba365cee4736f1c553ca2aab28c39eff0cd03c66e3cae89 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,18,right,left,erotic,false
"48f5fed6d704c6216bf6a299271b7cc0cc0296355846449e61f0ee095408e329 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,23,left,left,erotic,true
"027cf5b2e2686adb057dad9541ca2cbad9a4a335a0e24c7388241cf9ae2d433c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,18,left,right,erotic,false
"870310ebff9cad636df9c7954e147a8699b34f19f4fa3657da8d4bca10682070 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,24,right,right,neutral,true
"64283ba95fa73a180359102695371e299812116d515c8302b7ec32572b5e3ef4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,19,left,left,erotic,true
"eca02097b8de41607f3263213ec29b82d057ae0849a8726b9222770126a7d12b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,19,left,left,erotic,true
"eca02097b8de41607f3263213ec29b82d057ae0849a8726b9222770126a7d12b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,25,right,left,neutral,false
"373ab839a5bb3f05135c18ff51de59bfade6e98c571dcdf13be4e5e0aab32c85 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,20,right,right,neutral,true
"d5cdd2f1304f0436ba10632f32206323c1dfc2650b60c2b022d7a657291d9cab Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,26,left,left,neutral,true
"d5cdd2f1304f0436ba10632f32206323c1dfc2650b60c2b022d7a657291d9cab Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,20,right,left,erotic,false
"f9a9530d08292b66a57fb73a9a36bca2b040f231647ae8bd8601e4d77e5aea9d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,27,right,left,erotic,false
"b88284eaef759e10bbcd710595b9e7ed99ee613d129d3dce45a141e6d75a4958 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,21,right,left,erotic,false
"4d248a39f45ec224284789e3f199188438048fdd74e1d827e5ddc262b0251997 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,21,left,left,neutral,true
"6006b954267093ecc4a28cbae3439ff9c323aa25cc6ee139399b041b548c1468 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,28,right,right,erotic,true
"523cf9d80bcb8e63476c79e66cfc6f084b9ac63c17c531e089bd0fcb39ad9af9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,22,left,right,erotic,false
"5fd471db29797bbf4e1a9343230e6dbcadff85b5e06cf329fc2ecc35ae05f6cd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,22,right,left,neutral,false
"fe6becf3042089b0f4b4f36e6937418e4a0cb61ae5c9c422ec2566a9bc6e7cb5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,29,right,right,erotic,true
"f19d3b50d43a82a1cd132a750a7ba4fbb9a4f111857a137fdf798c4321e8f34f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,23,right,right,neutral,true
"f19d3b50d43a82a1cd132a750a7ba4fbb9a4f111857a137fdf798c4321e8f34f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,23,left,right,erotic,false
"fb068286ebdae26c715f7445db6a3ad3fc2c349875337bb76e854d5a33c28bd9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,30,left,right,neutral,false
"b27641b34711eeea61c39737b438affa2191f0f8474fb74930b8329b65bb982d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,24,left,right,erotic,false
"59de1e33cb3af49ff1c0f5fb2047810a4290dce3e75d4f2e3ce8b8887e9bba7b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,24,right,left,erotic,false
"de9b28390a2e5c21e6bb136c23afe9907ed3f7514cf77f25f3fa12fb4897bf2d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,31,left,right,erotic,false
"b25b5386c777346d42159a8404e230ade7c2e01eefc4c86260425cd6acff829e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,25,right,right,neutral,true
"2b966804c708a38670ec6051fbb674c0dd6615e70323c043f04a77adad52e4ac Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,25,left,right,erotic,false
"2b966804c708a38670ec6051fbb674c0dd6615e70323c043f04a77adad52e4ac Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,32,right,left,neutral,false
"c1a1019a0a8cb3fd2c1bd516c78e34a171d83603fbf2f52d49f40bf6d0b543f8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,26,right,left,neutral,false
"c1a1019a0a8cb3fd2c1bd516c78e34a171d83603fbf2f52d49f40bf6d0b543f8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,33,right,left,neutral,false
"12fea1e8a8cb0858b11bae74683e40c278ee6adc38ca484e85b91c5b15864c3e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,26,left,left,neutral,true
"5085ded97534ebfc9203da1cadfeecf162b22702b26884341f24cc48279eb28b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,27,right,left,neutral,false
"21c7ce409c8fb987a0ffee9a03e3bd55ef4ffb5fd08e2583334efbe0f745e08b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,34,left,right,erotic,false
"fa8fe281eb2cff55ac613f26960ce412d084eb3b4ec2f227f07e94f1519b168c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,27,right,left,neutral,false
"968953694a10ab6274c6449ef3a6ae50c5cc8626dbcc4f4d064c73c5ddaa54dd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,28,left,left,erotic,true
"b708e2f11776c0f31b6db0c5e2c248a29adad49ba2c13b0e1b7bf37dd0259454 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,35,right,left,erotic,false
"7cab6703846503854dafab767e436464b949131a1fdf8b2ea3128d9f187e39e5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,28,left,right,neutral,false
"bc7c041d6d3bf6a2c2ee77b9e5a0e15de14c71f698896dd97e611f07917819e9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,29,left,left,neutral,true
"bbb2dec6158e45847995581052a44bb1af2c290ddbcc7c46e806cdf314ab0ebb Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b3b24b66-952e-486f-be85-d73edba30ae6,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Definitely does,Definitely yes,Only a few times,very true,untrue,36,right,right,erotic,true
"005fbed486f8ccc0a3808fba2b6ec86b9cd6a636f551cb170dc2a6a961dc439d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,29,right,left,neutral,false
"90d6f2617f36c1da21213f1028a2b3802914b4be76c89eb21305551c2571a184 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,30,right,left,neutral,false
"1c9a49a48edcb470ac112857f2397aba9c103e0c43e22a8b9f00aeaf9a406333 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,30,right,right,erotic,true
"1c9a49a48edcb470ac112857f2397aba9c103e0c43e22a8b9f00aeaf9a406333 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,31,right,left,neutral,false
"ae2fff27fdf32b441d533fecd6e8a38323602411d06385f18d8294a0bc169c1c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,32,left,right,neutral,false
"0bd24bef7d5db0bc0f909807dd55170dc37de11a10f2fab4876313d59d162344 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,31,left,left,erotic,true
"7ab77e1f776cdf4242f910e3be1ba48d98bc209c72b92a62797a113c86b402b7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",52dd304b-363b-4efb-826a-b7bc72098279,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Male,yes,Probably does,Probably yes,Only a few times,between true and untrue,between true and untrue,33,left,left,erotic,true
"fcb031304a4fceae72942d4e2a626d5417c34b2e3ac58c475ad9a266013b2735 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",26dae3db-db52-4b41-9e41-1d7c3a7b5b13,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Don't know,Only a few times,between true and untrue,between true and untrue,32,left,left,neutral,true
