timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"eb13283ea116123b1ea54a4b73636483cb36dae38b184a5c7b8e24ffe5edeb5d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,18,left,left,erotic,true
"c2e66395c6b8e29c51b9e0973cbfa0903ba9d9fce0ef16bdcf18b78f3c4fb04b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,26,left,right,erotic,false
"bd0fc6e2711d4a7dc62387b21e9f364a83b8239e9770cf92c7fab7164df755e4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,19,right,right,neutral,true
"ad44213ed9da8a55986678c9fc48f8b2060cd4ae808e8f11960ccec421179574 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,27,right,right,neutral,true
"d9254fe35a700299d35a05e9ed239e9a3598991870f2a61298cad0c13e274ae1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,20,right,left,erotic,false
"e93212583b429141e510b0d10f9b5066041d4281674e3c3325af5bec192c3e2f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,28,right,right,neutral,true
"e93212583b429141e510b0d10f9b5066041d4281674e3c3325af5bec192c3e2f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,21,right,left,erotic,false
"077afdffa1e6d48b77b9ba4a2b51f235455df2d12674fca8de661b86e4d6b40c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,29,right,left,erotic,false
"5e9ad0f52f55d2015fafdecc561fc99c09d5f602c923972d30dfb428e7a28adb Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,22,left,left,neutral,true
"93a94d8206a479dfbc978967081c5eaf72a3c5c4098622d8625ebe1b6c5e8152 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,30,left,left,erotic,true
"93a94d8206a479dfbc978967081c5eaf72a3c5c4098622d8625ebe1b6c5e8152 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,23,left,right,neutral,false
"3f27f74b184eb9f7bf2a2023b20ea5967395509752ce9b06cd2b536170faa99d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,24,right,right,erotic,true
"0e2fe91eeafd5edea9cdc9d057231ac813f9af482a7cfb03d49052537b28da47 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,31,right,left,neutral,false
"5442cbf87e64282463600237b3735068045f6e750529b5ad7d9e493175701782 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,25,right,left,erotic,false
"5442cbf87e64282463600237b3735068045f6e750529b5ad7d9e493175701782 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,32,left,left,neutral,true
"90f3fc3a7399e9ce43a09dbe9dbdac114c46558c68528b6ae4c4643d7cc84c79 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,26,left,left,neutral,true
"20bc099a3262688fc8e5662b414484beaf72935b50a632236e60efb3ea323c57 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,33,right,right,erotic,true
"1eb11577b91249369a7719fda3df4016b72c4bc5bc157a0db1e372ae7f4c2c27 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,27,left,left,erotic,true
"0b1d87fd5ef868fee6db302dafe33ed0dd5b891d75f20262d8f6d79d1751a720 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,34,right,left,erotic,false
"eb35870ff7bf8c4813e49e940eb2c02e123d2064353e5f70f5ca5ee482921d3e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,28,right,left,neutral,false
"047601e6221c8d99342705234586aef9df08a852211f3534e8e09b0f5c9af0c6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,35,left,right,neutral,false
"0cf5141a0702e4d8108db399b6da2a6595b731b127ab220caa18ce0b07dd6654 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,29,right,right,neutral,true
"f438a5e8df82d54a3bb187b2742424e7124fc60fbd435ef662ec39799d09d4ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",235afe9b-de55-41a1-82eb-36282ab66cf2,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Probably does,Definitely no,Only a few times,between true and untrue,true,36,right,left,erotic,false
"b51e251f70f2944b810d63a0f3413fe59228a9ff4758e1298e68a0c35ac359a3 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,30,left,left,erotic,true
"5f519f262454786ac613fbc6f8bb477321dc17190e49c4d9d648da6734dc99f8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,31,left,left,neutral,true
"60ea97b80b0b55f49608aa139c99044c1371e8bac561abf7f5ccc9300701bfd9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,32,left,left,neutral,true
"7538738bb1dde16ff41ae8bbf3e773470cd6e4beed5851f0c2b2eac47a1d7f27 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,33,right,right,neutral,true
"757b422ead8135490652a26143e57b41db77334ee386a9c48b1181185cbe5e5d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,34,left,left,erotic,true
"1ef3d298c634b605198f6dff901ba22f98ca8de41317db472cf8af094d69ae04 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,35,left,right,neutral,false
"904bf75a916f754574e0bed36e481d1283f83f4674addf5f263443f16930e1aa Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",758cd048-e1dd-4489-a887-da0b031f5859,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,yes,Don’t know,Probably yes,"No, never",between true and untrue,very untrue,36,left,right,erotic,false
"7e428ccb13e23d2f0b8650e3e7bafca65e32c6a37ba09126f22d13e87e00a3ea Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",b19ead5e-db6e-47cf-8c8e-1ae23ebe45fc,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747553382d4bbdcce9a1bbf36663eaf57522302bc7f3581d269b837b4214a08 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",36a7714f-a314-4fc7-ba13-85acc17e3252,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bcab7985ba2503fadbec7e1a9dae8cb080ecbbd9cb50cff0fd4abac6d75e001 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",a7320cf9-53e0-40dd-af0f-ce45e4882d8d,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bcab7985ba2503fadbec7e1a9dae8cb080ecbbd9cb50cff0fd4abac6d75e001 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",5eb1de23-7f1e-4653-bbf3-9d522e41bc27,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bcab7985ba2503fadbec7e1a9dae8cb080ecbbd9cb50cff0fd4abac6d75e001 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b09f914b-e860-453b-89cc-bdc0295b2590,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bcab7985ba2503fadbec7e1a9dae8cb080ecbbd9cb50cff0fd4abac6d75e001 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",2a96ce0d-7f24-4bef-919b-e2564f1186cc,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bcab7985ba2503fadbec7e1a9dae8cb080ecbbd9cb50cff0fd4abac6d75e001 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",a72e4513-8e0d-4d67-977a-9455b424ddc6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e18e0a75c3361724fbcc765e6cfee86b1ac370c77f92b7ce70f694164efff815 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",12364650-22a8-4115-aacd-cb0bd37fac3f,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7e09d0c79466380d0d7e0589dc4b538141bd122c526f44c8dd0840154f111766 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",db51327e-2650-4763-88c0-0a5d181b8b46,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7e09d0c79466380d0d7e0589dc4b538141bd122c526f44c8dd0840154f111766 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",0ac814b2-08a0-457e-8d55-8f606a050dc6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40200a23b1ec8ab336f7e7a183b79ee180055a0fb11976035453932b2142162a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",a72e4513-8e0d-4d67-977a-9455b424ddc6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40b4c2dbfc6e4ea8662e984bf17e2944401a85b628b94afe0c8deaad2979aeaa Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",36a7714f-a314-4fc7-ba13-85acc17e3252,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8089ab083d5c4a81665adebb9828e6aae65eca3be330b3f71570a33eb178edf2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",a72e4513-8e0d-4d67-977a-9455b424ddc6,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9af1219cf0cb0b5dca7a0adbea5c9b9f8781a2dfcf3948e27aab39b90c46ea48 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",2a96ce0d-7f24-4bef-919b-e2564f1186cc,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cd7b08fa524587757849ff6c3e83ce386c1079b1cd68b67d8b327bb8e38bb634 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",db51327e-2650-4763-88c0-0a5d181b8b46,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cd7b08fa524587757849ff6c3e83ce386c1079b1cd68b67d8b327bb8e38bb634 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",b09f914b-e860-453b-89cc-bdc0295b2590,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9027a152a7d139f8e7b0ba2aafad18729892b5e66d16d8d7577ccda60afad314 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",a7320cf9-53e0-40dd-af0f-ce45e4882d8d,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397d65f46d7bd4edff9aa660602b90fec90d5c32f2576d584399c3bbfebe95eb Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",b19ead5e-db6e-47cf-8c8e-1ae23ebe45fc,2e3bb2b1164a723dccac7c466e663fef229ce5626b6d9faa48c464163e2278ed,1,dca3af763260bdd139a7c6426de6d1f9250fb942ea36e310d2da36040dea617a,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
